R-square,MAE,RSME,MedAE,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold
-1.744775,129.2559,226.19415,75.527725,"MLPRegressor(max_iter=10000, random_state=27033074)",388,RobustScaler(),,0,False
-0.174525,113.070425,154.693275,84.9655,"MLPRegressor(max_iter=10000, random_state=27033074)",388,PowerTransformer(),,0,False
0.020975,101.95565,141.66335,74.309775,"MLPRegressor(max_iter=10000, random_state=27033074)",388,QuantileTransformer(random_state=27033074),,0,False
-0.106525,107.54995,150.3798,77.975525,"MLPRegressor(max_iter=10000, random_state=27033074)",388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-4.153925,228.939175,316.949475,170.7957,"MLPRegressor(max_iter=10000, random_state=27033074)",388,normalize,,0,False
-0.2145,79.89,159.647,16.3375,SVR(gamma='auto'),388,,,0,False
-0.1784,75.8463,157.26225,12.60265,SVR(gamma='auto'),388,StandardScaler(),,0,False
-0.20855,79.3535,159.247825,15.526975,SVR(gamma='auto'),388,MinMaxScaler(),,0,False
-0.2087,79.3874,159.255425,15.628475,SVR(gamma='auto'),388,MaxAbsScaler(),,0,False
-0.186075,77.353525,157.7586,15.8858,SVR(gamma='auto'),388,RobustScaler(),,0,False
-0.11735,72.51175,153.175775,12.570575,SVR(gamma='auto'),388,PowerTransformer(),,0,False
-0.142375,73.949725,154.877675,12.28355,SVR(gamma='auto'),388,QuantileTransformer(random_state=27033074),,0,False
-0.1846,76.93205,157.69845,12.902075,SVR(gamma='auto'),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-0.21225,79.76435,159.498475,16.2612,SVR(gamma='auto'),388,normalize,,0,False
0.1823,80.033775,130.78715,48.29625,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,,,0,False
0.22025,82.37305,127.892825,54.75125,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,StandardScaler(),,0,False
0.187325,85.895375,130.59275,58.5975,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,MinMaxScaler(),,0,False
0.1832,86.260275,130.90775,58.92375,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,MaxAbsScaler(),,0,False
0.2301,79.874525,126.842225,51.71,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,RobustScaler(),,0,False
0.275275,79.86105,123.3132,51.53,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,PowerTransformer(),,0,False
0.27545,79.065625,122.826175,50.88375,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,QuantileTransformer(random_state=27033074),,0,False
0.2294,82.072675,127.0238,54.27375,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
0.263925,76.94945,124.225175,43.4325,"KNeighborsRegressor(n_jobs=-1, n_neighbors=10)",388,normalize,,0,False
-4.150025,227.584125,319.346725,125.8875,LogisticRegression(random_state=27033074),388,,,0,False
0.0536,70.6757,140.1574,13.775,LogisticRegression(random_state=27033074),388,StandardScaler(),,0,False
-0.126975,75.97495,153.737625,14.25,LogisticRegression(random_state=27033074),388,MinMaxScaler(),,0,False
-0.1252,75.995,153.5777,14.625,LogisticRegression(random_state=27033074),388,MaxAbsScaler(),,0,False
-0.01965,73.56535,145.38835,15.55,LogisticRegression(random_state=27033074),388,RobustScaler(),,0,False
0.095725,69.70975,137.292575,14,LogisticRegression(random_state=27033074),388,PowerTransformer(),,0,False
0.055,69.197675,140.15995,13.4875,LogisticRegression(random_state=27033074),388,QuantileTransformer(random_state=27033074),,0,False
-0.052775,74.119675,146.755375,15.525,LogisticRegression(random_state=27033074),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-0.1763,78.4499,156.653575,15.5125,LogisticRegression(random_state=27033074),388,normalize,,0,False
-0.27685,89.851275,161.52715,27.4625,DecisionTreeRegressor(random_state=27033074),388,,,0,False
-0.2731,89.727625,161.338,27.275,DecisionTreeRegressor(random_state=27033074),388,StandardScaler(),,0,False
-0.274275,89.7891,161.354225,27.3625,DecisionTreeRegressor(random_state=27033074),388,MinMaxScaler(),,0,False
-0.272425,89.796575,161.317675,27.3375,DecisionTreeRegressor(random_state=27033074),388,MaxAbsScaler(),,0,False
-0.274175,89.7976,161.3407,27.325,DecisionTreeRegressor(random_state=27033074),388,RobustScaler(),,0,False
-0.283425,90.515025,162.298325,27.225,DecisionTreeRegressor(random_state=27033074),388,PowerTransformer(),,0,False
-0.270625,89.9238,161.523625,27.4875,DecisionTreeRegressor(random_state=27033074),388,QuantileTransformer(random_state=27033074),,0,False
-0.2322,88.926175,159.2238,27.45,DecisionTreeRegressor(random_state=27033074),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-3.02265,170.130775,271.46435,91.075,DecisionTreeRegressor(random_state=27033074),388,normalize,,0,False
-2026.762275,2628.44335,5320.4712,1793.4929,RidgeCV(),388,,,0,False
-1.00565,111.598575,196.332725,67.1009,RidgeCV(),388,StandardScaler(),,0,False
0.17635,81.6941,131.229425,52.98485,RidgeCV(),388,MinMaxScaler(),,0,False
0.173325,81.68995,131.4504,53.0872,RidgeCV(),388,MaxAbsScaler(),,0,False
-1.5897,126.9662,229.7383,69.264875,RidgeCV(),388,RobustScaler(),,0,False
0.11105,98.675925,135.514275,76.6792,RidgeCV(),388,PowerTransformer(),,0,False
0.27795,83.940875,122.93595,59.50055,RidgeCV(),388,QuantileTransformer(random_state=27033074),,0,False
0.0336,102.3123,141.0428,78.202575,RidgeCV(),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
0.086625,90.182875,137.288575,62.424925,RidgeCV(),388,normalize,,0,False
0.288875,72.041375,121.61695,34.8389,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,,,0,False
0.290675,71.958625,121.46785,34.75375,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,StandardScaler(),,0,False
0.29085,71.931925,121.441525,34.77795,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,MinMaxScaler(),,0,False
0.2917,71.884225,121.3585,34.7743,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,MaxAbsScaler(),,0,False
0.2891,72.0151,121.598825,34.8046,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,RobustScaler(),,0,False
0.287275,72.181425,121.7325,34.875625,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,PowerTransformer(),,0,False
0.2844,72.3695,121.93095,34.794125,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,QuantileTransformer(random_state=27033074),,0,False
0.28745,72.106475,121.65155,34.817325,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-0.195175,102.913,154.9535,65.338825,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",388,normalize,,0,False
-0.34125,84.40125,167.6665,17.5,GaussianProcessRegressor(random_state=27033074),388,,,0,False
-0.34125,84.3793,167.662175,17.464775,GaussianProcessRegressor(random_state=27033074),388,StandardScaler(),,0,False
0.0134,84.536875,144.01165,44.374925,GaussianProcessRegressor(random_state=27033074),388,MinMaxScaler(),,0,False
0.0049,85.640425,144.601625,46.09835,GaussianProcessRegressor(random_state=27033074),388,MaxAbsScaler(),,0,False
-0.34125,84.399925,167.666325,17.5,GaussianProcessRegressor(random_state=27033074),388,RobustScaler(),,0,False
-0.34075,84.3628,167.619425,17.5,GaussianProcessRegressor(random_state=27033074),388,PowerTransformer(),,0,False
-0.237225,80.11345,161.270925,16.27265,GaussianProcessRegressor(random_state=27033074),388,QuantileTransformer(random_state=27033074),,0,False
-0.34125,84.386175,167.664125,17.5,GaussianProcessRegressor(random_state=27033074),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-8.245,332.542425,415.36725,288.3955,GaussianProcessRegressor(random_state=27033074),388,normalize,,0,False
0.260925,94.490325,124.379625,73.39845,AdaBoostRegressor(random_state=27033074),388,,,0,False
0.263375,94.2095,124.048675,71.612475,AdaBoostRegressor(random_state=27033074),388,StandardScaler(),,0,False
0.267725,94.009825,123.728225,72.276925,AdaBoostRegressor(random_state=27033074),388,MinMaxScaler(),,0,False
0.2715,93.6215,123.461375,71.51765,AdaBoostRegressor(random_state=27033074),388,MaxAbsScaler(),,0,False
0.267175,94.26615,123.842575,72.738025,AdaBoostRegressor(random_state=27033074),388,RobustScaler(),,0,False
0.25375,95.22385,124.938525,73.83485,AdaBoostRegressor(random_state=27033074),388,PowerTransformer(),,0,False
0.259775,94.690025,124.427225,73.260125,AdaBoostRegressor(random_state=27033074),388,QuantileTransformer(random_state=27033074),,0,False
0.260075,94.54675,124.3747,72.31985,AdaBoostRegressor(random_state=27033074),388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
0.0064,114.664875,142.38765,96.6863,AdaBoostRegressor(random_state=27033074),388,normalize,,0,False
0.307775,74.5382,120.464525,39.602925,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,,,0,False
0.30825,74.5093,120.41925,39.617925,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,StandardScaler(),,0,False
0.3073,74.5937,120.50965,39.7435,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,MinMaxScaler(),,0,False
0.307225,74.59105,120.51315,39.780925,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,MaxAbsScaler(),,0,False
0.3075,74.582525,120.492275,39.61995,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,RobustScaler(),,0,False
0.3103,74.26735,120.25475,39.544125,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,PowerTransformer(),,0,False
0.305725,74.741575,120.63805,39.836875,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,QuantileTransformer(random_state=27033074),,0,False
0.309275,74.47705,120.334325,39.4827,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False
-0.2986,116.16835,161.228525,82.026,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,normalize,,0,False
