R-square,MAE,RSME,MedAE,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold
0.06735,85.331625,139.191775,45.146125000000005,"XGBRegressor(base_score=0.5, booster='gbtree', callbacks=None,
             colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
             early_stopping_rounds=None, enable_categorical=False,
             eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
             importance_type=None, interaction_constraints='',
             learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
             max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
             missing=nan, monotone_constraints='()', n_estimators=100, n_jobs=0,
             num_parallel_tree=1, predictor='auto', random_state=27033074,
             reg_alpha=0, reg_lambda=1, ...)",30,MaxAbsScaler(),,1,False
-0.21447500000000003,78.900225,159.802575,15.700825,GaussianProcessRegressor(random_state=27033074),388,QuantileTransformer(random_state=27033074),,0,True
0.21952500000000003,64.66747500000001,128.03795,18.683100000000003,GaussianProcessRegressor(random_state=27033074),210,QuantileTransformer(random_state=27033074),kb,0,True
0.25860000000000005,63.87457500000001,125.007825,20.772875,GaussianProcessRegressor(random_state=27033074),150,QuantileTransformer(random_state=27033074),rf,0,True
0.03315,68.853325,142.80180000000001,15.0658,GaussianProcessRegressor(random_state=27033074),20,QuantileTransformer(random_state=27033074),,1,True
0.27149999999999996,93.6215,123.461375,71.51765,AdaBoostRegressor(random_state=27033074),388,MaxAbsScaler(),,0,False
0.25945,94.779475,124.48690000000002,72.32617499999999,AdaBoostRegressor(random_state=27033074),300,MaxAbsScaler(),kb,0,False
0.26260000000000006,93.9584,124.15975,71.435125,AdaBoostRegressor(random_state=27033074),330,MaxAbsScaler(),rf,0,False
0.06587499999999999,109.29684999999999,139.21382499999999,88.149125,AdaBoostRegressor(random_state=27033074),60,MaxAbsScaler(),,1,False
0.31167500000000004,73.68252500000001,120.11477500000001,38.664125,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",388,PowerTransformer(),,0,True
0.3141,73.23745,119.90705,37.490375,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",330,PowerTransformer(),kb,0,True
0.3169,73.376025,119.646175,38.36565,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",270,PowerTransformer(),rf,0,True
0.170125,84.16115,131.752875,51.07525,"GradientBoostingRegressor(n_estimators=500, random_state=27033074)",20,PowerTransformer(),,1,True
