"F1-Score","Precision","Recall","Accuracy","Model","Num_Features","Preprocessing","Fea_Selection","Dim_Reduction","Var_Threshold","support","resampling"
0.774575,0.7154,0.850875,0.77325,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=27033074, ...)",230,"normalize","kb",0,"False",60,"True"
0.774825,0.730825,0.831625,0.779125,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=27033074, ...)",370,"normalize","rf",0,"False",60,"True"
0.74995,0.696,0.8179,0.751025,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=27033074, ...)",50,"normalize",,1,"False",60,"True"
0.7722,0.7216,0.833325,0.7751,"GaussianProcessClassifier(random_state=27033074)",401,"normalize",,0,"False",60,"False"
0.775375,0.71365,0.851275,0.7742,"GaussianProcessClassifier(random_state=27033074)",270,"normalize","kb",0,"False",60,"False"
0.77365,0.714075,0.848275,0.772475,"GaussianProcessClassifier(random_state=27033074)",320,"normalize","rf",0,"False",60,"False"
0.772975,0.722875,0.8333,0.776025,"GaussianProcessClassifier(random_state=27033074)",90,"normalize",,1,"False",60,"False"
0.758075,0.745575,0.773725,0.774775,"AdaBoostClassifier(random_state=27033074)",401,"QuantileTransformer(random_state=27033074)",,0,"True",60,"True"
0.76415,0.749275,0.78335,0.78,"AdaBoostClassifier(random_state=27033074)",200,"QuantileTransformer(random_state=27033074)","kb",0,"True",60,"True"
0.764225,0.75475,0.776625,0.781925,"AdaBoostClassifier(random_state=27033074)",210,"QuantileTransformer(random_state=27033074)","rf",0,"True",60,"True"
0.7375,0.72365,0.754625,0.755125,"AdaBoostClassifier(random_state=27033074)",20,"QuantileTransformer(random_state=27033074)",,1,"True",60,"True"
0.774475,0.783,0.7692,0.795825,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,"True",60,"False"
0.774325,0.78085,0.770425,0.79525,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",260,"QuantileTransformer(output_distribution='normal', random_state=27033074)","kb",0,"True",60,"False"
0.77165,0.778875,0.76755,0.793025,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",280,"QuantileTransformer(output_distribution='normal', random_state=27033074)","rf",0,"True",60,"False"
0.75355,0.76415,0.747075,0.7776,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",50,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,1,"True",60,"False"
