F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold,support
0.717525,0.71105,0.749175,0.737675,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0.6971,0.691375,0.70585,0.720325,DecisionTreeClassifier(random_state=27033074),401,,,0,True,60
0.697275,0.691825,0.70585,0.7205,DecisionTreeClassifier(random_state=27033074),401,StandardScaler(),,0,True,60
0.697475,0.69135,0.706675,0.72055,DecisionTreeClassifier(random_state=27033074),401,MinMaxScaler(),,0,True,60
0.69705,0.69095,0.706275,0.720125,DecisionTreeClassifier(random_state=27033074),401,MaxAbsScaler(),,0,True,60
0.696525,0.69065,0.705425,0.719725,DecisionTreeClassifier(random_state=27033074),401,RobustScaler(),,0,True,60
0.6999,0.69465,0.708725,0.722275,DecisionTreeClassifier(random_state=27033074),401,PowerTransformer(),,0,True,60
0.698225,0.691825,0.70795,0.72105,DecisionTreeClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,True,60
0.699375,0.69215,0.71005,0.721825,DecisionTreeClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0.51135,0.650475,0.51,0.538125,RidgeClassifierCV(),401,,,0,True,60
0.706025,0.751675,0.668375,0.74605,RidgeClassifierCV(),401,StandardScaler(),,0,True,60
0.73765,0.7656,0.715,0.76865,RidgeClassifierCV(),401,MinMaxScaler(),,0,True,60
0.724625,0.7672,0.689525,0.76165,RidgeClassifierCV(),401,MaxAbsScaler(),,0,True,60
0.67705,0.73795,0.6287,0.727075,RidgeClassifierCV(),401,RobustScaler(),,0,True,60
0.733225,0.73205,0.737475,0.75505,RidgeClassifierCV(),401,PowerTransformer(),,0,True,60
0.7761,0.775025,0.7799,0.79455,RidgeClassifierCV(),401,QuantileTransformer(random_state=27033074),,0,True,60
0.708575,0.6994,0.722025,0.7289,RidgeClassifierCV(),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0.772275,0.781775,0.765375,0.79405,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,,,0,True,60
0.772,0.7817,0.76495,0.793875,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,StandardScaler(),,0,True,60
0.772275,0.781775,0.765375,0.79405,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,MinMaxScaler(),,0,True,60
0.772275,0.781775,0.765375,0.79405,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,MaxAbsScaler(),,0,True,60
0.77245,0.7821,0.765375,0.79425,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,RobustScaler(),,0,True,60
0.772275,0.781775,0.765375,0.79405,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,PowerTransformer(),,0,True,60
0.770525,0.780775,0.762875,0.792675,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,QuantileTransformer(random_state=27033074),,0,True,60
0.770525,0.780775,0.762875,0.792675,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0,0,0,0.5435,GaussianProcessClassifier(random_state=27033074),401,,,0,True,60
0.677875,0.689475,0.669175,0.709925,GaussianProcessClassifier(random_state=27033074),401,StandardScaler(),,0,True,60
0.749875,0.763325,0.73915,0.775475,GaussianProcessClassifier(random_state=27033074),401,MinMaxScaler(),,0,True,60
0.74555,0.7678,0.727575,0.7739,GaussianProcessClassifier(random_state=27033074),401,MaxAbsScaler(),,0,True,60
0.60695,0.667625,0.5592,0.669725,GaussianProcessClassifier(random_state=27033074),401,RobustScaler(),,0,True,60
0.72085,0.688275,0.759125,0.731725,GaussianProcessClassifier(random_state=27033074),401,PowerTransformer(),,0,True,60
0.76365,0.7157,0.82,0.768425,GaussianProcessClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,True,60
0.711675,0.680775,0.747925,0.723,GaussianProcessClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0.75235,0.74585,0.762875,0.77175,AdaBoostClassifier(random_state=27033074),401,,,0,True,60
0.752025,0.74515,0.762875,0.771375,AdaBoostClassifier(random_state=27033074),401,StandardScaler(),,0,True,60
0.75235,0.74585,0.762875,0.77175,AdaBoostClassifier(random_state=27033074),401,MinMaxScaler(),,0,True,60
0.7522,0.745525,0.762875,0.771575,AdaBoostClassifier(random_state=27033074),401,MaxAbsScaler(),,0,True,60
0.75235,0.74585,0.762875,0.77175,AdaBoostClassifier(random_state=27033074),401,RobustScaler(),,0,True,60
0.751825,0.744825,0.76285,0.7712,AdaBoostClassifier(random_state=27033074),401,PowerTransformer(),,0,True,60
0.75215,0.745525,0.76285,0.771575,AdaBoostClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,True,60
0.7523,0.7458,0.76285,0.77175,AdaBoostClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
0.77205,0.782525,0.765025,0.794225,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,,,0,True,60
0.772125,0.78215,0.76545,0.7942,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,StandardScaler(),,0,True,60
0.77225,0.7821,0.765875,0.794225,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,MinMaxScaler(),,0,True,60
0.772225,0.782075,0.76585,0.79425,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,MaxAbsScaler(),,0,True,60
0.77215,0.782225,0.765425,0.7942,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,RobustScaler(),,0,True,60
0.772125,0.779625,0.7675,0.7936,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,PowerTransformer(),,0,True,60
0.774425,0.783775,0.768325,0.796025,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,True,60
0.774475,0.783,0.7692,0.795825,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,True,60
